Sample,Period,RC,QR,CS,EP,WC,Average
2578,2018 - I,2.6667,2.0000,1.0000,1.5556,1.2500,1.6944
2579,2018 - I,2.0000,1.0000,2.3333,1.8889,1.2500,1.6944
2580,2018 - I,1.6667,1.6667,1.6667,1.1111,2.5000,1.7222
2581,2018 - I,2.3333,1.0000,1.6667,1.1111,2.5000,1.7222
2582,2018 - I,2.6667,3.0000,1.3333,1.6667,0.0000,1.7333
2583,2018 - I,1.6667,1.6667,2.3333,1.7778,1.2500,1.7389
2584,2018 - I,2.3333,2.0000,2.0000,1.1111,1.2500,1.7389
2585,2018 - I,2.3333,2.0000,2.0000,1.1111,1.2500,1.7389
2586,2018 - I,2.6667,1.0000,2.3333,1.4444,1.2500,1.7389
2587,2018 - I,2.6667,1.3333,1.3333,0.8889,2.5000,1.7444
2588,2018 - I,1.6667,2.3333,2.0000,1.5556,1.2500,1.7611
2589,2018 - I,2.3333,1.3333,2.6667,1.2222,1.2500,1.7611
2590,2018 - I,3.0000,2.6667,1.3333,1.8889,0.0000,1.7778
2591,2018 - I,3.0000,1.6667,1.6667,1.3333,1.2500,1.7833
2592,2018 - I,1.3333,1.3333,1.6667,2.1111,2.5000,1.7889
2593,2018 - I,2.0000,2.6667,2.6667,1.6667,0.0000,1.8000
2594,2018 - I,2.3333,2.0000,2.0000,1.4444,1.2500,1.8056
2595,2018 - I,2.0000,1.0000,3.0000,1.7778,1.2500,1.8056
2596,2018 - I,2.6667,2.3333,2.0000,2.1111,0.0000,1.8222
2597,2018 - I,2.6667,2.6667,2.3333,1.4444,0.0000,1.8222
2598,2018 - I,2.6667,1.6667,2.6667,0.8889,1.2500,1.8278
2599,2018 - I,1.3333,1.0000,1.6667,1.4444,3.7500,1.8389
2600,2018 - I,2.3333,2.6667,2.6667,1.5556,0.0000,1.8444
2601,2018 - I,2.6667,1.6667,1.6667,2.0000,1.2500,1.8500
2602,2018 - I,3.3333,0.6667,2.0000,2.0000,1.2500,1.8500
2603,2018 - I,2.0000,1.6667,1.0000,2.1111,2.5000,1.8556
2604,2018 - I,3.0000,1.3333,2.0000,1.7778,1.2500,1.8722
2605,2018 - I,2.0000,2.0000,1.6667,1.2222,2.5000,1.8778
2606,2018 - I,2.0000,2.3333,1.3333,2.5556,1.2500,1.8944
2607,2018 - I,3.0000,2.6667,1.0000,1.5556,1.2500,1.8944
2608,2018 - I,2.3333,1.6667,2.3333,1.8889,1.2500,1.8944
2609,2018 - I,2.0000,2.0000,1.3333,1.6667,2.5000,1.9000
2610,2018 - I,2.0000,2.3333,2.0000,2.0000,1.2500,1.9167
2611,2018 - I,1.6667,2.0000,2.0000,2.6667,1.2500,1.9167
2612,2018 - I,2.0000,1.3333,2.0000,1.7778,2.5000,1.9222
2613,2018 - I,2.3333,1.6667,1.6667,1.4444,2.5000,1.9222
2614,2018 - I,2.3333,1.6667,1.6667,1.4444,2.5000,1.9222
2615,2018 - I,2.6667,2.6667,2.6667,1.6667,0.0000,1.9333
2616,2018 - I,2.3333,1.6667,2.6667,1.7778,1.2500,1.9389
2617,2018 - I,2.3333,2.3333,1.6667,2.1111,1.2500,1.9389
2618,2018 - I,2.6667,2.3333,1.6667,1.7778,1.2500,1.9389
2619,2018 - I,2.6667,2.6667,1.6667,1.4444,1.2500,1.9389
2620,2018 - I,2.0000,1.3333,3.0000,2.1111,1.2500,1.9389
2621,2018 - I,1.3333,3.3333,1.3333,2.4444,1.2500,1.9389
2622,2018 - I,3.6667,1.3333,2.0000,1.4444,1.2500,1.9389
2623,2018 - I,2.6667,2.0000,1.3333,1.2222,2.5000,1.9444
2624,2018 - I,2.6667,1.0000,1.3333,2.2222,2.5000,1.9444
2625,2018 - I,3.0000,2.0000,1.6667,1.8889,1.2500,1.9611
2626,2018 - I,2.3333,2.0000,1.3333,1.6667,2.5000,1.9667
2627,2018 - I,2.6667,2.0000,1.6667,2.3333,1.2500,1.9833
2628,2018 - I,1.6667,3.0000,1.3333,2.6667,1.2500,1.9833
2629,2018 - I,3.0000,2.6667,1.0000,2.0000,1.2500,1.9833
2630,2018 - I,2.3333,2.0000,2.3333,2.0000,1.2500,1.9833
2631,2018 - I,1.6667,1.6667,3.3333,2.0000,1.2500,1.9833
2632,2018 - I,2.6667,2.0000,1.0000,1.7778,2.5000,1.9889
2633,2018 - I,1.6667,2.3333,1.3333,2.1111,2.5000,1.9889
2634,2018 - I,2.0000,2.0000,2.3333,1.1111,2.5000,1.9889
2635,2018 - I,2.3333,1.6667,2.0000,1.4444,2.5000,1.9889
2636,2018 - I,2.3333,2.0000,1.6667,1.4444,2.5000,1.9889
2637,2018 - I,1.3333,1.3333,1.3333,2.2222,3.7500,1.9944
2638,2018 - I,2.3333,3.3333,1.3333,3.0000,0.0000,2.0000
2639,2018 - I,2.3333,2.0000,2.3333,2.1111,1.2500,2.0056
2640,2018 - I,2.6667,2.0000,1.6667,2.4444,1.2500,2.0056
2641,2018 - I,1.6667,2.0000,3.0000,2.1111,1.2500,2.0056
2642,2018 - I,3.0000,2.0000,1.6667,2.1111,1.2500,2.0056
2643,2018 - I,2.0000,0.6667,3.0000,1.8889,2.5000,2.0111
2644,2018 - I,2.0000,2.0000,2.3333,1.2222,2.5000,2.0111
2645,2018 - I,3.6667,2.6667,2.3333,1.4444,0.0000,2.0222
2646,2018 - I,2.6667,2.3333,2.0000,1.8889,1.2500,2.0278
2647,2018 - I,3.0000,3.0000,1.3333,1.5556,1.2500,2.0278
2648,2018 - I,2.6667,1.6667,2.0000,1.3333,2.5000,2.0333
2649,2018 - I,2.3333,1.3333,2.0000,2.0000,2.5000,2.0333
2650,2018 - I,3.0000,2.0000,1.6667,2.3333,1.2500,2.0500
2651,2018 - I,3.0000,1.6667,2.3333,2.0000,1.2500,2.0500
2652,2018 - I,2.3333,2.6667,2.6667,1.3333,1.2500,2.0500
2653,2018 - I,2.0000,1.3333,2.3333,2.1111,2.5000,2.0556
2654,2018 - I,1.6667,2.3333,1.3333,2.4444,2.5000,2.0556
2655,2018 - I,2.6667,2.3333,1.6667,2.4444,1.2500,2.0722
2656,2018 - I,2.6667,1.6667,2.0000,2.7778,1.2500,2.0722
2657,2018 - I,2.6667,2.6667,1.3333,2.4444,1.2500,2.0722
2658,2018 - I,2.3333,1.6667,2.0000,3.1111,1.2500,2.0722
2659,2018 - I,3.3333,1.0000,2.3333,1.2222,2.5000,2.0778
2660,2018 - I,3.0000,1.3333,2.6667,2.2222,1.2500,2.0944
2661,2018 - I,3.0000,2.6667,2.0000,1.5556,1.2500,2.0944
2662,2018 - I,3.0000,2.3333,2.0000,1.8889,1.2500,2.0944
2663,2018 - I,3.0000,3.0000,1.6667,1.5556,1.2500,2.0944
2664,2018 - I,3.0000,1.6667,1.3333,2.0000,2.5000,2.1000
2665,2018 - I,1.0000,2.0000,2.6667,1.1111,3.7500,2.1056
2666,2018 - I,3.3333,2.0000,2.0000,2.0000,1.2500,2.1167
2667,2018 - I,2.6667,2.3333,1.6667,2.7778,1.2500,2.1389
2668,2018 - I,3.0000,1.6667,2.0000,1.5556,2.5000,2.1444
2669,2018 - I,3.3333,2.3333,1.6667,3.4444,0.0000,2.1556
2670,2018 - I,2.6667,1.0000,2.0000,2.6667,2.5000,2.1667
2671,2018 - I,2.3333,2.0000,2.0000,2.0000,2.5000,2.1667
2672,2018 - I,3.0000,2.3333,1.6667,1.3333,2.5000,2.1667
2673,2018 - I,3.0000,2.3333,2.6667,1.6667,1.2500,2.1833
2674,2018 - I,3.0000,2.6667,2.6667,1.3333,1.2500,2.1833
2675,2018 - I,2.0000,2.6667,1.3333,3.6667,1.2500,2.1833
2676,2018 - I,3.6667,2.0000,2.0000,2.1111,1.2500,2.2056
2677,2018 - I,3.6667,2.6667,3.3333,1.4444,0.0000,2.2222
2678,2018 - I,2.0000,2.0000,2.3333,2.3333,2.5000,2.2333
2679,2018 - I,2.0000,1.3333,3.0000,2.3333,2.5000,2.2333
2680,2018 - I,1.3333,3.0000,3.0000,1.3333,2.5000,2.2333
2681,2018 - I,2.6667,3.0000,3.3333,2.2222,0.0000,2.2444
2682,2018 - I,2.6667,3.6667,2.0000,2.8889,0.0000,2.2444
2683,2018 - I,2.6667,2.6667,2.3333,2.3333,1.2500,2.2500
2684,2018 - I,3.0000,1.6667,2.3333,1.7778,2.5000,2.2556
2685,2018 - I,2.6667,1.3333,2.6667,2.1111,2.5000,2.2556
2686,2018 - I,2.3333,1.0000,2.6667,2.7778,2.5000,2.2556
2687,2018 - I,2.3333,2.0000,3.0000,2.7778,1.2500,2.2722
2688,2018 - I,3.3333,1.3333,2.3333,3.1111,1.2500,2.2722
2689,2018 - I,2.6667,2.6667,1.3333,2.2222,2.5000,2.2778
2690,2018 - I,3.3333,1.6667,1.3333,1.3333,3.7500,2.2833
2691,2018 - I,3.6667,1.6667,1.6667,3.2222,1.2500,2.2944
2692,2018 - I,3.0000,2.3333,2.0000,2.8889,1.2500,2.2944
2693,2018 - I,2.3333,2.0000,3.3333,2.5556,1.2500,2.2944
2694,2018 - I,2.6667,2.3333,2.3333,1.6667,2.5000,2.3000
2695,2018 - I,3.0000,2.0000,2.3333,3.0000,1.2500,2.3167
2696,2018 - I,3.6667,2.3333,1.6667,2.6667,1.2500,2.3167
2697,2018 - I,2.6667,2.0000,2.0000,2.4444,2.5000,2.3222
2698,2018 - I,2.3333,3.0000,2.0000,1.7778,2.5000,2.3222
2699,2018 - I,3.3333,2.6667,0.6667,2.4444,2.5000,2.3222
2700,2018 - I,2.3333,2.0000,2.3333,2.4444,2.5000,2.3222
2701,2018 - I,2.0000,2.0000,2.0000,1.8889,3.7500,2.3278
2702,2018 - I,3.0000,3.0000,2.0000,2.4444,1.2500,2.3389
2703,2018 - I,4.0000,3.0000,0.6667,2.7778,1.2500,2.3389
2704,2018 - I,2.0000,1.3333,2.3333,2.3333,3.7500,2.3500
2705,2018 - I,3.3333,3.6667,3.3333,1.4444,0.0000,2.3556
2706,2018 - I,3.3333,2.3333,1.6667,2.0000,2.5000,2.3667
2707,2018 - I,2.0000,2.3333,2.6667,2.3333,2.5000,2.3667
2708,2018 - I,2.6667,1.3333,1.3333,2.7778,3.7500,2.3722
2709,2018 - I,3.0000,2.6667,3.0000,2.0000,1.2500,2.3833
2710,2018 - I,3.0000,3.0000,2.0000,2.6667,1.2500,2.3833
2711,2018 - I,2.3333,2.6667,3.0000,1.4444,2.5000,2.3889
2712,2018 - I,2.6667,2.0000,2.6667,3.4444,1.2500,2.4056
2713,2018 - I,3.3333,2.3333,3.0000,2.1111,1.2500,2.4056
2714,2018 - I,2.3333,3.3333,0.6667,2.0000,3.7500,2.4167
2715,2018 - I,3.0000,1.0000,3.0000,2.6667,2.5000,2.4333
2716,2018 - I,2.3333,2.6667,1.3333,2.1111,3.7500,2.4389
2717,2018 - I,3.3333,2.0000,2.3333,0.7778,3.7500,2.4389
2718,2018 - I,4.0000,3.6667,1.6667,1.6667,1.2500,2.4500
2719,2018 - I,2.3333,2.3333,3.0000,2.1111,2.5000,2.4556
2720,2018 - I,2.6667,3.0000,2.0000,2.2222,2.5000,2.4778
2721,2018 - I,2.3333,3.3333,2.3333,1.8889,2.5000,2.4778
2722,2018 - I,2.6667,2.0000,2.3333,1.7778,3.7500,2.5056
2723,2018 - I,2.6667,1.3333,2.0000,2.7778,3.7500,2.5056
2724,2018 - I,3.0000,2.6667,1.6667,1.4444,3.7500,2.5056
2725,2018 - I,3.0000,2.0000,2.0000,3.1111,2.5000,2.5222
2726,2018 - I,3.0000,2.3333,2.3333,2.4444,2.5000,2.5222
2727,2018 - I,2.3333,1.6667,2.6667,2.2222,3.7500,2.5278
2728,2018 - I,2.6667,3.6667,3.3333,1.7778,1.2500,2.5389
2729,2018 - I,2.6667,3.0000,3.0000,2.7778,1.2500,2.5389
2730,2018 - I,3.0000,2.6667,2.3333,2.2222,2.5000,2.5444
2731,2018 - I,3.0000,2.6667,2.0000,2.5556,2.5000,2.5444
2732,2018 - I,2.6667,2.3333,1.6667,2.3333,3.7500,2.5500
2733,2018 - I,2.3333,3.0000,1.6667,2.0000,3.7500,2.5500
2734,2018 - I,2.6667,2.3333,2.6667,1.3333,3.7500,2.5500
2735,2018 - I,2.6667,1.3333,2.6667,2.3333,3.7500,2.5500
2736,2018 - I,4.0000,1.6667,3.0000,2.8889,1.2500,2.5611
2737,2018 - I,2.6667,2.6667,2.0000,3.0000,2.5000,2.5667
2738,2018 - I,2.6667,3.3333,1.6667,2.6667,2.5000,2.5667
2739,2018 - I,3.3333,1.3333,3.3333,2.3333,2.5000,2.5667
2740,2018 - I,2.3333,1.6667,3.0000,2.1111,3.7500,2.5722
2741,2018 - I,4.3333,3.3333,2.6667,2.5556,0.0000,2.5778
2742,2018 - I,3.3333,1.6667,1.3333,1.5556,5.0000,2.5778
2743,2018 - I,3.6667,2.0000,2.0000,2.7778,2.5000,2.5889
2744,2018 - I,2.0000,3.3333,2.3333,2.7778,2.5000,2.5889
2745,2018 - I,2.6667,1.6667,1.3333,2.3333,5.0000,2.6000
2746,2018 - I,2.0000,4.0000,2.0000,3.7778,1.2500,2.6056
2747,2018 - I,4.0000,2.0000,1.6667,2.8889,2.5000,2.6111
2748,2018 - I,2.6667,2.3333,2.0000,2.3333,3.7500,2.6167
2749,2018 - I,2.3333,1.6667,3.3333,2.0000,3.7500,2.6167
2750,2018 - I,2.3333,2.3333,4.6667,2.5556,1.2500,2.6278
2751,2018 - I,3.3333,2.6667,2.3333,2.3333,2.5000,2.6333
2752,2018 - I,2.3333,2.6667,2.6667,1.7778,3.7500,2.6389
2753,2018 - I,4.0000,2.6667,3.0000,2.3333,1.2500,2.6500
2754,2018 - I,2.6667,2.0000,1.6667,2.0000,5.0000,2.6667
2755,2018 - I,2.6667,3.6667,3.0000,1.5556,2.5000,2.6778
2756,2018 - I,2.6667,3.0000,1.6667,2.3333,3.7500,2.6833
2757,2018 - I,2.3333,2.3333,2.0000,3.0000,3.7500,2.6833
2758,2018 - I,2.0000,4.3333,2.0000,2.6667,2.5000,2.7000
2759,2018 - I,3.0000,2.6667,2.3333,1.7778,3.7500,2.7056
2760,2018 - I,3.0000,3.0000,2.3333,1.4444,3.7500,2.7056
2761,2018 - I,2.0000,2.6667,3.3333,3.1111,2.5000,2.7222
2762,2018 - I,3.3333,2.6667,2.3333,1.5556,3.7500,2.7278
2763,2018 - I,2.6667,2.3333,3.3333,2.8889,2.5000,2.7444
2764,2018 - I,2.3333,3.0000,2.0000,2.7778,3.7500,2.7722
2765,2018 - I,2.6667,3.0000,1.0000,2.2222,5.0000,2.7778
2766,2018 - I,2.3333,3.3333,3.6667,2.1111,2.5000,2.7889
2767,2018 - I,2.3333,3.0000,1.0000,2.6667,5.0000,2.8000
2768,2018 - I,2.6667,3.3333,2.3333,3.2222,2.5000,2.8111
2769,2018 - I,2.3333,3.0000,2.3333,2.6667,3.7500,2.8167
2770,2018 - I,3.6667,2.6667,2.3333,3.0000,2.5000,2.8333
2771,2018 - I,3.3333,3.6667,2.3333,2.3333,2.5000,2.8333
2772,2018 - I,3.3333,2.3333,1.0000,2.5556,5.0000,2.8444
2773,2018 - I,3.0000,4.0000,3.3333,2.6667,1.2500,2.8500
2774,2018 - I,3.0000,1.3333,2.3333,2.6667,5.0000,2.8667
2775,2018 - I,3.3333,2.0000,1.3333,4.0000,3.7500,2.8833
2776,2018 - I,3.0000,2.3333,2.6667,4.0000,2.5000,2.9000
2777,2018 - I,3.3333,3.0000,2.3333,3.4444,2.5000,2.9222
2778,2018 - I,3.6667,3.3333,2.6667,2.5556,2.5000,2.9444
2779,2018 - I,2.6667,3.3333,3.3333,3.0000,2.5000,2.9667
2780,2018 - I,4.3333,2.3333,3.0000,4.0000,1.2500,2.9833
2781,2018 - I,3.0000,2.6667,2.3333,2.0000,5.0000,3.0000
2782,2018 - I,2.6667,3.6667,2.3333,2.6667,3.7500,3.0167
2783,2018 - I,3.3333,3.3333,2.6667,3.3333,2.5000,3.0333
2784,2018 - I,3.0000,4.0000,2.0000,1.3333,5.0000,3.0667
2785,2018 - I,3.0000,3.3333,3.0000,3.5556,2.5000,3.0778
2786,2018 - I,2.6667,3.3333,2.0000,2.4444,5.0000,3.0889
2787,2018 - I,4.0000,3.6667,3.6667,2.8889,1.2500,3.0944
2788,2018 - I,2.3333,3.0000,3.3333,3.2222,3.7500,3.1278
2789,2018 - I,4.0000,1.6667,2.6667,2.3333,5.0000,3.1333
2790,2018 - I,3.3333,3.0000,2.6667,3.0000,3.7500,3.1500
2791,2018 - I,4.0000,3.3333,3.6667,3.7778,1.2500,3.2056
2792,2018 - I,3.6667,3.6667,1.6667,3.6667,3.7500,3.2833
2793,2018 - I,2.6667,3.3333,3.3333,3.4444,3.7500,3.3056
2794,2018 - I,3.0000,4.6667,2.0000,3.4444,3.7500,3.3722
2795,2018 - I,4.0000,3.3333,3.0000,3.3333,3.7500,3.4833
2796,2018 - I,4.0000,4.0000,3.3333,2.8889,3.7500,3.5944
2797,2018 - I,3.3333,3.3333,3.6667,2.7778,5.0000,3.6222
2798,2018 - I,1.3333,1.6667,0.6667,1.6667,1.2500,1.3167
2799,2018 - I,1.3333,1.0000,2.0000,1.5556,1.2500,1.4278
2800,2018 - I,2.0000,1.6667,0.6667,0.8889,2.5000,1.5444
2801,2018 - I,2.6667,2.3333,1.3333,1.8889,0.0000,1.6444
2802,2018 - I,1.3333,2.0000,2.0000,1.7778,1.2500,1.6722
2803,2018 - I,1.6667,1.6667,2.0000,2.0000,1.2500,1.7167
2804,2018 - I,2.3333,2.0000,1.6667,1.7778,1.2500,1.8056
2805,2018 - I,1.6667,1.6667,2.3333,2.2222,1.2500,1.8278
2806,2018 - I,2.6667,3.0000,1.3333,2.2222,0.0000,1.8444
2807,2018 - I,2.0000,2.0000,2.3333,2.0000,1.2500,1.9167
2808,2018 - I,2.0000,2.0000,2.6667,1.8889,1.2500,1.9611
2809,2018 - I,2.0000,2.3333,2.3333,2.0000,1.2500,1.9833
2810,2018 - I,2.3333,1.6667,2.3333,2.4444,1.2500,2.0056
2811,2018 - I,3.3333,1.3333,2.3333,1.8889,1.2500,2.0278
2812,2018 - I,2.0000,2.0000,3.0000,2.0000,1.2500,2.0500
2813,2018 - I,2.6667,2.0000,2.0000,2.5556,1.2500,2.0944
2814,2018 - I,2.0000,2.0000,1.6667,2.4444,2.5000,2.1222
2815,2018 - I,1.6667,1.6667,1.0000,1.5556,5.0000,2.1778
2816,2018 - I,3.3333,3.3333,1.3333,1.7778,1.2500,2.2056
2817,2018 - I,3.0000,2.3333,1.6667,1.6667,2.5000,2.2333
2818,2018 - I,2.3333,2.0000,2.0000,2.4444,2.5000,2.2556
2819,2018 - I,2.6667,1.6667,2.0000,2.7778,2.5000,2.3222
2820,2018 - I,2.3333,2.0000,3.0000,1.7778,2.5000,2.3222
2821,2018 - I,3.3333,2.3333,2.0000,2.7778,1.2500,2.3389
2822,2018 - I,3.3333,2.3333,1.6667,2.0000,2.5000,2.3667
2823,2018 - I,3.0000,1.3333,2.0000,1.7778,3.7500,2.3722
2824,2018 - I,1.6667,2.6667,2.3333,2.7778,2.5000,2.3889
2825,2018 - I,1.6667,2.3333,2.3333,2.3333,3.7500,2.4833
2826,2018 - I,2.0000,1.3333,2.6667,2.7778,3.7500,2.5056
2827,2018 - I,2.0000,3.3333,2.3333,2.7778,2.5000,2.5889
2828,2018 - I,2.0000,2.6667,1.6667,2.8889,3.7500,2.5944
2829,2018 - I,3.0000,1.6667,1.6667,3.0000,3.7500,2.6167
2830,2018 - I,1.6667,1.6667,3.3333,3.0000,3.7500,2.6833
2831,2018 - I,2.6667,3.3333,1.6667,3.5556,2.5000,2.7444
2832,2018 - I,2.3333,2.6667,2.0000,3.0000,3.7500,2.7500
2833,2018 - I,2.0000,4.3333,2.0000,3.0000,2.5000,2.7667
2834,2018 - I,3.0000,3.3333,3.3333,3.1111,1.2500,2.8056
2835,2018 - I,3.6667,2.3333,3.3333,3.6667,1.2500,2.8500
2836,2018 - I,3.3333,3.6667,2.6667,3.6667,1.2500,2.9167
2837,2018 - I,2.6667,3.0000,3.6667,3.0000,2.5000,2.9667
2838,2018 - I,3.3333,3.3333,2.6667,3.1111,2.5000,2.9889
2839,2018 - I,3.0000,3.6667,2.3333,3.4444,2.5000,2.9889
2840,2018 - I,4.0000,3.0000,3.0000,3.8889,1.2500,3.0278
2841,2018 - I,3.6667,3.6667,2.3333,3.3333,2.5000,3.1000
2842,2018 - I,3.0000,2.3333,4.0000,3.8889,2.5000,3.1444
2843,2018 - I,3.0000,2.6667,2.6667,3.7778,3.7500,3.1722
2844,2018 - I,3.0000,3.6667,2.0000,2.5556,5.0000,3.2444
2845,2018 - I,3.3333,3.6667,2.3333,3.4444,3.7500,3.3056
2846,2018 - I,3.3333,2.3333,3.0000,3.0000,5.0000,3.3333
2847,2018 - I,3.3333,2.3333,3.0000,3.6667,5.0000,3.4667
2848,2018 - I,3.6667,3.6667,3.6667,3.2222,3.7500,3.5944
2849,2018 - I,1.0000,0.6667,1.0000,1.0000,1.2500,0.9833
2850,2018 - I,2.0000,1.6667,1.3333,1.2222,0.0000,1.2444
2851,2018 - I,1.0000,1.6667,2.3333,1.5556,1.2500,1.5611
2852,2018 - I,1.0000,1.6667,1.3333,1.5556,2.5000,1.6111
2853,2018 - I,2.0000,1.0000,2.3333,1.5556,1.2500,1.6278
2854,2018 - I,2.0000,1.3333,1.3333,2.3333,1.2500,1.6500
2855,2018 - I,2.6667,1.6667,2.0000,0.8889,1.2500,1.6944
2856,2018 - I,2.0000,1.6667,2.0000,1.6667,1.2500,1.7167
2857,2018 - I,2.6667,1.0000,1.3333,1.4444,2.5000,1.7889
2858,2018 - I,1.3333,2.0000,2.3333,1.1111,2.5000,1.8556
2859,2018 - I,2.3333,1.3333,2.6667,1.7778,1.2500,1.8722
2860,2018 - I,3.3333,0.6667,1.6667,2.6667,1.2500,1.9167
2861,2018 - I,3.0000,2.3333,1.6667,1.4444,1.2500,1.9389
2862,2018 - I,2.0000,2.0000,1.3333,1.8889,2.5000,1.9444
2863,2018 - I,3.0000,2.3333,2.0000,1.2222,1.2500,1.9611
2864,2018 - I,2.0000,1.3333,2.0000,0.8889,3.7500,1.9944
2865,2018 - I,3.6667,2.6667,2.0000,1.7778,0.0000,2.0222
2866,2018 - I,2.6667,2.6667,0.0000,3.6667,1.2500,2.0500
2867,2018 - I,2.3333,1.6667,2.0000,1.7778,2.5000,2.0556
2868,2018 - I,2.0000,2.0000,2.6667,2.5556,1.2500,2.0944
2869,2018 - I,3.6667,2.0000,2.6667,1.0000,1.2500,2.1167
2870,2018 - I,2.0000,2.3333,2.3333,1.4444,2.5000,2.1222
2871,2018 - I,2.0000,2.3333,2.0000,3.1111,1.2500,2.1389
2872,2018 - I,2.0000,2.3333,2.3333,2.7778,1.2500,2.1389
2873,2018 - I,3.0000,1.6667,2.0000,1.5556,2.5000,2.1444
2874,2018 - I,3.0000,1.6667,2.0000,2.8889,1.2500,2.1611
2875,2018 - I,3.6667,3.0000,0.6667,2.2222,1.2500,2.1611
2876,2018 - I,2.6667,1.0000,2.3333,2.3333,2.5000,2.1667
2877,2018 - I,2.3333,2.6667,2.3333,2.3333,1.2500,2.1833
2878,2018 - I,4.0000,2.0000,1.6667,2.0000,1.2500,2.1833
2879,2018 - I,1.3333,2.6667,2.3333,2.1111,2.5000,2.1889
2880,2018 - I,3.3333,2.6667,2.0000,2.0000,1.2500,2.2500
2881,2018 - I,3.0000,1.6667,2.0000,2.1111,2.5000,2.2556
2882,2018 - I,2.6667,2.3333,2.0000,3.2222,1.2500,2.2944
2883,2018 - I,2.3333,1.3333,2.6667,2.6667,2.5000,2.3000
2884,2018 - I,3.0000,1.3333,3.3333,2.6667,1.2500,2.3167
2885,2018 - I,2.0000,1.6667,1.6667,2.5556,3.7500,2.3278
2886,2018 - I,2.3333,1.6667,1.6667,2.3333,3.7500,2.3500
2887,2018 - I,3.6667,3.6667,2.0000,2.5556,0.0000,2.3778
2888,2018 - I,2.0000,2.6667,2.6667,2.1111,2.5000,2.3889
2889,2018 - I,2.6667,3.0000,2.6667,1.2222,2.5000,2.4111
2890,2018 - I,3.0000,2.0000,2.6667,1.8889,2.5000,2.4111
2891,2018 - I,2.3333,3.3333,3.0000,3.5556,0.0000,2.4444
2892,2018 - I,3.0000,2.0000,3.0000,1.7778,2.5000,2.4556
2893,2018 - I,2.6667,2.3333,2.6667,2.3333,2.5000,2.5000
2894,2018 - I,3.0000,1.3333,2.6667,1.8889,3.7500,2.5278
2895,2018 - I,2.6667,3.0000,2.6667,3.1111,1.2500,2.5389
2896,2018 - I,1.6667,2.0000,2.3333,3.0000,3.7500,2.5500
2897,2018 - I,2.3333,3.0000,2.3333,1.3333,3.7500,2.5500
2898,2018 - I,2.6667,2.0000,2.3333,3.3333,2.5000,2.5667
2899,2018 - I,1.3333,2.6667,2.3333,2.7778,3.7500,2.5722
2900,2018 - I,3.0000,2.0000,3.3333,2.5556,2.5000,2.6778
2901,2018 - I,2.0000,3.6667,3.0000,3.8889,1.2500,2.7611
2902,2018 - I,2.3333,3.3333,2.3333,3.0000,3.7500,2.9500
2903,2018 - I,3.0000,3.6667,2.3333,3.0000,3.7500,3.1500
2904,2018 - I,3.6667,3.0000,3.0000,3.6667,2.5000,3.1667
2905,2018 - I,3.3333,3.3333,2.3333,3.5556,3.7500,3.2611
2906,2018 - I,3.6667,4.0000,4.3333,2.0000,2.5000,3.3000
2907,2018 - I,2.0000,1.3333,1.3333,1.4444,0.0000,1.2222
2908,2018 - I,1.3333,0.6667,1.3333,2.0000,1.2500,1.3167
2909,2018 - I,2.0000,1.3333,2.0000,1.8889,0.0000,1.4444
2910,2018 - I,2.3333,1.0000,1.3333,1.3333,1.2500,1.4500
2911,2018 - I,2.0000,1.6667,1.6667,0.7778,1.2500,1.4722
2912,2018 - I,2.0000,2.0000,1.6667,1.5556,1.2500,1.6944
2913,2018 - I,1.3333,1.0000,2.0000,1.7778,2.5000,1.7222
2914,2018 - I,2.0000,2.6667,1.6667,2.8889,0.0000,1.8444
2915,2018 - I,3.3333,0.3333,1.3333,1.7778,2.5000,1.8556
2916,2018 - I,2.3333,2.3333,1.6667,1.8889,1.2500,1.8944
2917,2018 - I,2.0000,3.0000,2.0000,2.6667,0.0000,1.9333
2918,2018 - I,3.0000,1.6667,1.6667,2.3333,1.2500,1.9833
2919,2018 - I,1.6667,1.3333,2.6667,3.2222,1.2500,2.0278
2920,2018 - I,2.6667,1.0000,2.3333,2.0000,2.5000,2.1000
2921,2018 - I,3.0000,2.0000,2.0000,1.8889,2.5000,2.2778
2922,2018 - I,3.0000,1.0000,2.0000,2.0000,3.7500,2.3500
2923,2018 - I,2.3333,2.6667,1.6667,3.2222,2.5000,2.4778
2924,2018 - I,3.3333,2.6667,2.0000,3.2222,1.2500,2.4944
2925,2018 - I,3.6667,2.0000,2.0000,3.5556,2.5000,2.7444
2926,2018 - I,3.3333,2.0000,2.0000,2.8889,3.7500,2.7944
2927,2018 - I,4.0000,2.6667,3.3333,2.3333,2.5000,2.9667
2928,2018 - I,1.3333,1.6667,0.3333,1.0000,1.2500,1.1167
2929,2018 - I,1.6667,0.6667,1.6667,1.6667,0.0000,1.1333
2930,2018 - I,0.6667,1.3333,1.3333,1.2222,1.2500,1.1611
2931,2018 - I,1.6667,0.6667,1.0000,1.4444,1.2500,1.2056
2932,2018 - I,1.3333,1.3333,0.3333,1.8889,1.2500,1.2278
2933,2018 - I,1.6667,2.0000,0.6667,2.1111,0.0000,1.2889
2934,2018 - I,1.3333,1.6667,0.3333,1.0000,2.5000,1.3667
2935,2018 - I,2.0000,2.0000,1.3333,1.6667,0.0000,1.4000
